mode,query_class,query_filename,query_filepath,top1_class,top1_filename,top1_filepath,top1_similarity,top1_structure_similarity,top1_is_relevant,recall_at_1,recall_at_5,recall_at_10,ap_at_k,ndcg_at_k,first_tier,second_tier,anmrr
full_model,汽车部件,制动蹄调整偏心.dwg-2025-09-24-13-33-46-874.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\制动蹄调整偏心.dwg-2025-09-24-13-33-46-874.png,汽车部件,压板_1.dwg-2025-09-24-13-34-05-763.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\压板_1.dwg-2025-09-24-13-34-05-763.png,0.999601,0.999885,1,1.0,1.0,1.0,1.0,1.0,0.810219,0.89781,0.099787
full_model,汽车部件,前制动_001.dwg-2025-09-24-13-34-05-606.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\前制动_001.dwg-2025-09-24-13-34-05-606.png,汽车部件,桥壳_001.dwg-2025-09-24-13-37-02-689.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\桥壳_001.dwg-2025-09-24-13-37-02-689.png,0.999609,0.99941,1,1.0,1.0,1.0,1.0,1.0,0.810219,0.890511,0.099665
full_model,汽车部件,压盖 I_001.dwg-2025-09-24-13-34-05-803.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\压盖 I_001.dwg-2025-09-24-13-34-05-803.png,汽车部件,djg加长总布置01_001.dwg-2025-09-24-13-33-15-660.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\djg加长总布置01_001.dwg-2025-09-24-13-33-15-660.png,0.998624,0.999578,1,1.0,1.0,1.0,1.0,1.0,0.810219,0.89781,0.097187
full_model,汽车部件,回转机构.dwg-2025-09-24-13-34-24-117.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\回转机构.dwg-2025-09-24-13-34-24-117.png,汽车部件,回转机构_001.dwg-2025-09-24-13-34-24-120.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\回转机构_001.dwg-2025-09-24-13-34-24-120.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.810219,0.875912,0.103148
full_model,汽车部件,工序六_001.dwg-2025-09-24-13-34-39-951.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\工序六_001.dwg-2025-09-24-13-34-39-951.png,汽车部件,工序十二.dwg-2025-09-24-13-34-39-972.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\工序十二.dwg-2025-09-24-13-34-39-972.png,0.999968,0.999998,1,1.0,1.0,1.0,1.0,1.0,0.810219,0.89781,0.095088
full_model,汽车部件,底架总成_001.dwg-2025-09-24-13-34-40-114.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\底架总成_001.dwg-2025-09-24-13-34-40-114.png,汽车部件,MAOPI032_001.dwg-2025-09-24-13-33-15-761.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\MAOPI032_001.dwg-2025-09-24-13-33-15-761.png,0.999418,0.999624,1,1.0,1.0,1.0,1.0,1.0,0.810219,0.890511,0.099985
full_model,汽车部件,支撑梁1_001.dwg-2025-09-24-13-37-02-559.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\支撑梁1_001.dwg-2025-09-24-13-37-02-559.png,汽车部件,操纵机构_001.dwg-2025-09-24-13-37-02-523.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\操纵机构_001.dwg-2025-09-24-13-37-02-523.png,0.999139,0.999585,1,1.0,1.0,1.0,1.0,1.0,0.810219,0.89781,0.097111
full_model,汽车部件,油箱.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\油箱.png,夹具,毛胚.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\夹具\毛胚.png,0.947125,0.795241,0,0.0,0.0,0.0,0.0,0.0,0.0,0.029197,0.973799
full_model,汽车部件,离合器_1.dwg-2025-09-24-13-37-19-647.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\离合器_1.dwg-2025-09-24-13-37-19-647.png,汽车部件,XIN定子冲片_001.dwg-2025-09-24-13-33-15-804.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\XIN定子冲片_001.dwg-2025-09-24-13-33-15-804.png,0.999203,0.999958,1,1.0,1.0,1.0,1.0,1.0,0.810219,0.89781,0.098023
full_model,汽车部件,离合器_2.dwg-2025-09-24-13-37-19-656.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\离合器_2.dwg-2025-09-24-13-37-19-656.png,汽车部件,制动蹄支銷偏心-刘梦华.dwg-2025-09-24-13-33-46-815.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\制动蹄支銷偏心-刘梦华.dwg-2025-09-24-13-33-46-815.png,0.998175,0.999823,1,1.0,1.0,1.0,1.0,1.0,0.817518,0.89781,0.091606
full_model,汽车部件,离合器示意图_001.dwg-2025-09-24-13-37-19-712.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\离合器示意图_001.dwg-2025-09-24-13-37-19-712.png,汽车部件,离合器示意图.dwg-2025-09-24-13-37-19-708.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\离合器示意图.dwg-2025-09-24-13-37-19-708.png,1.0,1.0,1,1.0,1.0,1.0,0.89,0.933746,0.518248,0.708029,0.261086
full_model,汽车部件,行李仓门2_001.dwg-2025-09-24-13-37-31-613.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\行李仓门2_001.dwg-2025-09-24-13-37-31-613.png,汽车部件,行李仓门2.dwg-2025-09-24-13-37-31-609.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\行李仓门2.dwg-2025-09-24-13-37-31-609.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.810219,0.890511,0.101521
full_model,汽车部件,转子_001.dwg-2025-09-24-13-37-47-933.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\转子_001.dwg-2025-09-24-13-37-47-933.png,汽车部件,回转驱动机构 90-03_001.dwg-2025-09-24-13-34-24-170.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\回转驱动机构 90-03_001.dwg-2025-09-24-13-34-24-170.png,0.998029,0.999955,1,1.0,1.0,1.0,1.0,1.0,0.817518,0.890511,0.097825
full_model,汽车部件,驱动桥_001.dwg-2025-09-24-13-38-00-435.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\驱动桥_001.dwg-2025-09-24-13-38-00-435.png,汽车部件,驱动桥_1.dwg-2025-09-24-13-38-00-438.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\驱动桥_1.dwg-2025-09-24-13-38-00-438.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.810219,0.89781,0.098966
full_model,活塞,A1单活塞双作用液压缸.dwg-2025-09-24-13-44-28-328.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\A1单活塞双作用液压缸.dwg-2025-09-24-13-44-28-328.png,活塞,活塞_2_001.dwg-2025-09-24-13-46-55-236.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\活塞_2_001.dwg-2025-09-24-13-46-55-236.png,0.993716,0.999833,1,1.0,1.0,1.0,0.574762,0.750637,0.769231,0.923077,0.108696
full_model,活塞,A4-活塞.dwg-2025-09-24-13-33-15-580.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\A4-活塞.dwg-2025-09-24-13-33-15-580.png,活塞,活塞1_1.dwg-2025-09-24-13-46-55-201.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\活塞1_1.dwg-2025-09-24-13-46-55-201.png,0.997356,0.999668,1,1.0,1.0,1.0,1.0,1.0,0.846154,0.923077,0.070234
full_model,活塞,制动分泵活塞推力块.dwg-2025-09-24-13-33-46-425.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\制动分泵活塞推力块.dwg-2025-09-24-13-33-46-425.png,活塞,活塞.dwg-2025-09-24-13-46-55-192.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\活塞.dwg-2025-09-24-13-46-55-192.png,0.999113,0.999426,1,1.0,1.0,1.0,1.0,1.0,0.923077,0.923077,0.068562
full_model,活塞,制动泵活塞.dwg-2025-09-24-13-33-46-716.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\制动泵活塞.dwg-2025-09-24-13-33-46-716.png,活塞,活塞.dwg-2025-09-24-13-46-55-192.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\活塞.dwg-2025-09-24-13-46-55-192.png,0.999085,0.999539,1,1.0,1.0,1.0,1.0,1.0,0.923077,0.923077,0.06689
full_model,活塞,旋转活塞A3图_001.dwg-2025-09-24-13-46-12-333.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\旋转活塞A3图_001.dwg-2025-09-24-13-46-12-333.png,活塞,旋转活塞A3图_3_001.dwg-2025-09-24-13-46-12-356.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\旋转活塞A3图_3_001.dwg-2025-09-24-13-46-12-356.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.923077,0.923077,0.06689
full_model,活塞,旋转活塞A3图_2_001.dwg-2025-09-24-13-46-12-349.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\旋转活塞A3图_2_001.dwg-2025-09-24-13-46-12-349.png,活塞,旋转活塞A3图_3_001.dwg-2025-09-24-13-46-12-356.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\旋转活塞A3图_3_001.dwg-2025-09-24-13-46-12-356.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.923077,0.923077,0.06689
full_model,活塞,旋转活塞A3图_3.dwg-2025-09-24-13-46-12-352.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\旋转活塞A3图_3.dwg-2025-09-24-13-46-12-352.png,活塞,旋转活塞A3图_3_001.dwg-2025-09-24-13-46-12-356.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\旋转活塞A3图_3_001.dwg-2025-09-24-13-46-12-356.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.923077,0.923077,0.06689
full_model,活塞,旋转活塞A3图_3_001.dwg-2025-09-24-13-46-12-356.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\旋转活塞A3图_3_001.dwg-2025-09-24-13-46-12-356.png,活塞,旋转活塞A3图_001.dwg-2025-09-24-13-46-12-333.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\旋转活塞A3图_001.dwg-2025-09-24-13-46-12-333.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.923077,0.923077,0.06689
full_model,活塞,活塞.dwg-2025-09-24-13-46-55-192.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\活塞.dwg-2025-09-24-13-46-55-192.png,活塞,活塞_2_001.dwg-2025-09-24-13-46-55-236.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\活塞_2_001.dwg-2025-09-24-13-46-55-236.png,0.999834,0.999643,1,1.0,1.0,1.0,1.0,1.0,0.923077,0.923077,0.068562
full_model,活塞,活塞1_1.dwg-2025-09-24-13-46-55-201.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\活塞1_1.dwg-2025-09-24-13-46-55-201.png,活塞,活塞_2_001.dwg-2025-09-24-13-46-55-236.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\活塞_2_001.dwg-2025-09-24-13-46-55-236.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.923077,0.923077,0.068562
full_model,活塞,活塞_2_001.dwg-2025-09-24-13-46-55-236.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\活塞_2_001.dwg-2025-09-24-13-46-55-236.png,活塞,活塞1_1.dwg-2025-09-24-13-46-55-201.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\活塞1_1.dwg-2025-09-24-13-46-55-201.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.923077,0.923077,0.068562
full_model,活塞,活塞杆A3.dwg-2025-09-24-13-37-19-542.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\活塞杆A3.dwg-2025-09-24-13-37-19-542.png,活塞,旋转活塞A3图_2_001.dwg-2025-09-24-13-46-12-349.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\旋转活塞A3图_2_001.dwg-2025-09-24-13-46-12-349.png,0.999371,0.999615,1,1.0,1.0,1.0,1.0,1.0,0.923077,0.923077,0.06689
full_model,活塞,活塞杆A4.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\活塞杆A4.png,夹具,杠杆.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\夹具\杠杆.png,0.953596,0.785872,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
full_model,活塞,顶出活塞_2_001.dwg-2025-09-24-13-49-46-785.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\活塞\顶出活塞_2_001.dwg-2025-09-24-13-49-46-785.png,机械手机器人部件,320-02.4-137_2_001.dwg-2025-09-24-13-44-27-927.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\机械手机器人部件\320-02.4-137_2_001.dwg-2025-09-24-13-44-27-927.png,1.0,1.0,0,0.0,1.0,1.0,0.37131,0.531,0.769231,0.923077,0.12709
full_model,盘盖,A0-刀盘_1.dwg-2025-09-24-13-44-28-118.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\A0-刀盘_1.dwg-2025-09-24-13-44-28-118.png,盘盖,前盖补充加工图-胡碧2007.dwg-2025-09-24-13-40-03-344.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\前盖补充加工图-胡碧2007.dwg-2025-09-24-13-40-03-344.png,0.998918,0.999569,1,1.0,1.0,1.0,1.0,1.0,0.797297,0.824324,0.148466
full_model,盘盖,A0-锁止盘.dwg-2025-09-24-13-44-28-213.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\A0-锁止盘.dwg-2025-09-24-13-44-28-213.png,盘盖,A0-锁止盘_001.dwg-2025-09-24-13-44-28-218.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\A0-锁止盘_001.dwg-2025-09-24-13-44-28-218.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.797297,0.824324,0.149248
full_model,盘盖,A2从动盘_001.dwg-2025-09-24-13-33-15-491.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\A2从动盘_001.dwg-2025-09-24-13-33-15-491.png,盘盖,A1-制动盘.dwg-2025-09-24-13-33-02-158.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\A1-制动盘.dwg-2025-09-24-13-33-02-158.png,0.998797,0.999804,1,1.0,1.0,1.0,1.0,1.0,0.810811,0.824324,0.148987
full_model,盘盖,A2后端盖.dwg-2025-09-24-13-44-42-792.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\A2后端盖.dwg-2025-09-24-13-44-42-792.png,盘盖,A2后端盖_001.dwg-2025-09-24-13-44-42-795.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\A2后端盖_001.dwg-2025-09-24-13-44-42-795.png,1.0,1.0,1,1.0,1.0,1.0,0.652778,0.784617,0.094595,0.121622,0.868927
full_model,盘盖,A2后端盖_001.dwg-2025-09-24-13-44-42-795.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\A2后端盖_001.dwg-2025-09-24-13-44-42-795.png,盘盖,A2后端盖.dwg-2025-09-24-13-44-42-792.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\A2后端盖.dwg-2025-09-24-13-44-42-792.png,1.0,1.0,1,1.0,1.0,1.0,0.652778,0.784617,0.094595,0.121622,0.868927
full_model,盘盖,B9912047上盖07.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\B9912047上盖07.png,盘盖,B9912047前盖02.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\B9912047前盖02.png,0.908573,0.756425,1,1.0,1.0,1.0,1.0,1.0,0.783784,0.837838,0.128834
full_model,盘盖,上盖.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\上盖.png,轴,20304-主轴套.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\轴\20304-主轴套.png,0.881692,0.748093,0,0.0,0.0,0.0,0.0,0.0,0.040541,0.081081,0.910274
full_model,盘盖,下盖型芯.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\下盖型芯.png,盘盖,蜗杆盖_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\蜗杆盖_1.png,0.909298,0.763678,1,1.0,1.0,1.0,0.762103,0.857981,0.783784,0.864865,0.131698
full_model,盘盖,制动盘A3.dwg-2025-09-24-13-33-46-733.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\制动盘A3.dwg-2025-09-24-13-33-46-733.png,盘盖,前端盖A2_001.dwg-2025-09-24-13-40-03-364.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\前端盖A2_001.dwg-2025-09-24-13-40-03-364.png,0.998418,0.999875,1,1.0,1.0,1.0,1.0,1.0,0.810811,0.824324,0.152216
full_model,盘盖,前盖_3.dwg-2025-09-24-13-40-03-327.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\前盖_3.dwg-2025-09-24-13-40-03-327.png,盘盖,法兰盘1—何明2006_3.dwg-2025-09-24-13-42-38-860.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\法兰盘1—何明2006_3.dwg-2025-09-24-13-42-38-860.png,0.992292,0.999952,1,1.0,1.0,1.0,1.0,1.0,0.824324,0.824324,0.147789
full_model,盘盖,压板.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\压板.png,垫圈,垫圈2.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\垫圈\垫圈2.png,0.889621,0.80764,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
full_model,盘盖,压盘_1_001.dwg-2025-09-24-13-34-05-829.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\压盘_1_001.dwg-2025-09-24-13-34-05-829.png,盘盖,支承端盖.dwg-2025-09-24-13-45-58-390.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\支承端盖.dwg-2025-09-24-13-45-58-390.png,0.993906,0.999899,1,1.0,1.0,1.0,1.0,1.0,0.797297,0.824324,0.153778
full_model,盘盖,旋转编码盘.dwg-2025-09-24-13-46-12-367.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\旋转编码盘.dwg-2025-09-24-13-46-12-367.png,盘盖,前端盖A2.dwg-2025-09-24-13-40-03-361.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\前端盖A2.dwg-2025-09-24-13-40-03-361.png,0.999355,0.999817,1,1.0,1.0,1.0,1.0,1.0,0.810811,0.824324,0.149143
full_model,盘盖,气缸前端盖A3大概_2.dwg-2025-09-24-13-46-41-076.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\气缸前端盖A3大概_2.dwg-2025-09-24-13-46-41-076.png,盘盖,气缸前端盖A3大概_4.dwg-2025-09-24-13-46-41-095.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\气缸前端盖A3大概_4.dwg-2025-09-24-13-46-41-095.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.797297,0.824324,0.15232
full_model,盘盖,法兰盘2_001.dwg-2025-09-24-13-42-38-886.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\法兰盘2_001.dwg-2025-09-24-13-42-38-886.png,盘盖,法兰盘2—何明2006_4.dwg-2025-09-24-13-43-07-794.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\法兰盘2—何明2006_4.dwg-2025-09-24-13-43-07-794.png,0.999972,1.0,1,1.0,1.0,1.0,1.0,1.0,0.810811,0.851351,0.143884
full_model,盘盖,法兰盘2—何明2006_001.dwg-2025-09-24-13-42-38-895.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\法兰盘2—何明2006_001.dwg-2025-09-24-13-42-38-895.png,盘盖,法兰盘2—何明2006_4.dwg-2025-09-24-13-43-07-794.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\法兰盘2—何明2006_4.dwg-2025-09-24-13-43-07-794.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.797297,0.851351,0.144509
full_model,盘盖,箱盖_2 (2).png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\箱盖_2 (2).png,盘盖,箱盖_5.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\箱盖_5.png,0.999089,0.997233,1,1.0,1.0,1.0,1.0,1.0,0.797297,0.837838,0.152528
full_model,盘盖,箱盖_5.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\箱盖_5.png,盘盖,箱盖_2 (2).png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\箱盖_2 (2).png,0.999089,0.997233,1,1.0,1.0,1.0,1.0,1.0,0.797297,0.837838,0.152945
full_model,盘盖,蜗杆盖.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\蜗杆盖.png,盘盖,蜗杆盖_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\蜗杆盖_1.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.797297,0.837838,0.14279
full_model,盘盖,顶盖a2.dwg-2025-09-24-13-49-46-790.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\顶盖a2.dwg-2025-09-24-13-49-46-790.png,盘盖,气缸盖三面钻孔工序图-张金浩2008_001.dwg-2025-09-24-13-42-38-772.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\盘盖\气缸盖三面钻孔工序图-张金浩2008_001.dwg-2025-09-24-13-42-38-772.png,0.945105,0.999865,1,1.0,1.0,1.0,0.39631,0.609073,0.094595,0.108108,0.816956
full_model,管,07103-G160F-0000 废气管.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\管\07103-G160F-0000 废气管.png,汽车部件,168FA-2、FB-2、QF1.3-II(XE24001-126).png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\汽车部件\168FA-2、FB-2、QF1.3-II(XE24001-126).png,0.886834,0.938326,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
full_model,管,四通（1）.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\管\四通（1）.png,装配图工序图,装配图_17.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\装配图工序图\装配图_17.png,0.947121,0.860607,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
full_model,管,弯管接头装配图.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\管\弯管接头装配图.png,装配图工序图,装配图_47.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\装配图工序图\装配图_47.png,0.944327,0.762125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
full_model,管,管路布置.dwg-2025-09-24-13-37-19-766.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\管\管路布置.dwg-2025-09-24-13-37-19-766.png,管,管路布置A2.dwg-2025-09-24-13-37-19-774.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\管\管路布置A2.dwg-2025-09-24-13-37-19-774.png,0.999985,0.99999,1,1.0,1.0,1.0,0.4,0.553146,0.4,0.4,0.566667
full_model,管,管路布置A2.dwg-2025-09-24-13-37-19-774.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\管\管路布置A2.dwg-2025-09-24-13-37-19-774.png,管,管路布置.dwg-2025-09-24-13-37-19-766.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\管\管路布置.dwg-2025-09-24-13-37-19-766.png,0.999985,0.99999,1,1.0,1.0,1.0,0.4,0.553146,0.4,0.4,0.566667
full_model,管,进气歧管.dwg-2025-09-24-13-37-48-088.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\管\进气歧管.dwg-2025-09-24-13-37-48-088.png,管,管路布置A2.dwg-2025-09-24-13-37-19-774.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\管\管路布置A2.dwg-2025-09-24-13-37-19-774.png,0.987783,0.999569,1,1.0,1.0,1.0,0.4,0.553146,0.4,0.4,0.566667
full_model,箱体,01103-G160F-0000  油封25.41.25.6.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\箱体\01103-G160F-0000  油封25.41.25.6.png,夹具,镗-1-00_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\夹具\镗-1-00_1.png,0.881074,0.810004,0,0.0,0.0,0.0,0.0,0.0,0.074074,0.074074,0.920078
full_model,箱体,02（钢包）.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\箱体\02（钢包）.png,夹具,支承套图_2.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\夹具\支承套图_2.png,0.959907,0.838368,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
full_model,箱体,168上箱体总体装配图.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\箱体\168上箱体总体装配图.png,装配图工序图,装配图1_3.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\装配图工序图\装配图1_3.png,0.83,0.149999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037,0.963353
full_model,箱体,东方红拖拉机变速箱箱体零件图1_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\箱体\东方红拖拉机变速箱箱体零件图1_1.png,箱体,微信图片_20251014203502_111_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\箱体\微信图片_20251014203502_111_58.png,0.935044,0.71456,1,1.0,1.0,1.0,0.578214,0.731263,0.555556,0.592593,0.381287
full_model,箱体,主箱体装配图A0_001.dwg-2025-09-24-13-39-35-351.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\箱体\主箱体装配图A0_001.dwg-2025-09-24-13-39-35-351.png,箱体,主轴箱体6孔加工示意图_001.dwg-2025-09-24-13-39-35-691.png,D:\workspace\图纸检索项目\数据集\Dataset_img2\test_processed\箱体\主轴箱体6孔加工示意图_001.dwg-2025-09-24-13-39-35-691.png,0.997735,0.999908,1,1.0,1.0,1.0,0.554167,0.738192,0.518519,0.555556,0.392593
